Node,Winner_or_Buyer,Tax_ID,Community,Embedding_Mean,Embedding_Std,Embedding_Min,Embedding_Max,Embedding_L2_Norm,Community_Size,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Avg_Similarity_To_Others,Max_Similarity_To_Others,Ajánlatkérő szervezet főtevékenysége,Ajánlatkérő szervezet típusa,Szerződés típusa,Eljárásrend,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került
"HETTYEI-ÉPTECH ÉPÍTŐIPARI, KERESKEDELMI ÉS SZOLGÁLTATÓ KFT",Winner,"14492028219,HU14492028",103,-0.0611721,0.38349503,-0.891287,0.7413594,4.3936024,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.4022859,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Bakony-ács Korlátolt Felelősségű Társaság,Winner,"23541869219,23541869",103,-0.0583207,0.37918606,-0.8951649,0.735308,4.3404465,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.39632353,-2.9802322e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Magyar Természetjáró Szövetség|ÉSZAKERDŐ Erdőgazdasági Zártkörűen Működő Részvénytársaság,Buyer,19001511242|11071596205,104,-0.061895985,0.39492577,-1.2146981,1.0134119,4.5226183,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3933524,3.5762787e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
RÁSKI LÁSZLÓNÉ,Winner,45313260225,104,-0.06211613,0.39400518,-1.2079057,1.0086403,4.5127163,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.38854623,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
REFORMÁTUS EGYHÁZKÖZSÉG ERDŐBÉNYE,Buyer,19913515105,105,-0.026998172,0.39848047,-0.8878116,0.9591823,4.518628,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39099208,-2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
BODKÖ Bodrogközi Közmű- és Mélyépítő Korlátolt Felelősségű Társaság,Winner,11386230205,105,-0.022851309,0.39808244,-0.92988545,0.9317626,4.5112023,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.3962386,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Váci Reménység Egyesület,Buyer,19177603113,28,-0.022742879,0.3648836,-0.94734573,0.8827196,4.1361976,5,0.0,9.290138785590451e-15,0.0017308775634759,0.39657187,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
FTC Kézilabdasport Nonprofit Kft,Buyer,12700824243,90,-0.048445754,0.37806392,-1.1616641,1.0043236,4.312279,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.39580524,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Kétbodonyi Evangélikus Egyházközség,Buyer,19927972112,106,-0.07287158,0.40033826,-1.1699953,0.9022837,4.6037345,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39560404,-2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
"Boltív-Bau Építőipari, Tervező és Kivitelező Kft",Winner,"12706916212,HU12706916",106,-0.073018536,0.4074088,-1.2261279,0.88999337,4.6827497,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39829615,-5.9604645e-08,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Budapest-Budafoki Református Egyházközség|Dunamelléki Református Egyházkerület,Buyer,19818276143|19001786143,107,-0.050290897,0.38230482,-0.9470786,0.8709907,4.3625484,3,1.3388493928318003e-05,5.888795009104703e-19,0.00376056481046872,0.40075967,1.1920929e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
Relavill Kereskedelmi és Villamosipari Szolgáltató Kft.,Winner,"11361880202,HU11361880",107,-0.051395614,0.3803367,-0.9641899,0.88973707,4.3421288,3,0.0,4.1640068839554323e-19,0.0019856969762089382,0.39457124,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
TITUS HITÉLETI Alapítvány,Buyer,19208275215,108,-0.033326015,0.40203363,-1.3129035,0.91541207,4.5640917,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39379403,2.3841858e-07,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
NORNIK Korlátolt Felelősségű Társaság,Winner,14730638215,108,-0.03443291,0.4001854,-1.2873833,0.91320884,4.544309,2,0.0,3.4538406570819616e-24,0.002577319587628866,0.39480734,0.0,"KL - Szabadidő, kultúra és vallás",U - Támogatott szervezet,Építési beruházás,Nemzeti eljárásrend,Igen,Nem,Igen
